1645093331.354688, -20
1645093333.354688, -36
1645093335.354688, -33
1645093337.354688, -38
1645093339.354688, -43
1645093341.354688, -44
1645093343.354688, -28
1645093345.354688, -36
1645093347.354688, -32
1645093349.354688, -46
1645093351.354688, -33
1645093353.354688, -34
1645093355.354688, -37
1645093357.354688, -28
1645093359.354688, -44
1645093361.354688, -27
1645093363.354688, -38
1645093365.354688, -36
1645093367.354688, -33
1645093369.354688, -25
1645093371.354688, -36
1645093373.354688, -49
1645093375.354688, -41
1645093377.354688, -34
1645093379.354688, -40
1645093381.354688, -21
1645093383.354688, -20
1645093385.354688, -33
1645093387.354688, -27
1645093389.354688, -25
1645093391.354688, -26
1645093393.354688, -42
1645093395.354688, -28
1645093397.354688, -28
1645093399.354688, -37
1645093401.354688, -30
1645093403.354688, -45
1645093405.354688, -34
1645093407.354688, -8
1645093409.354688, -27
1645093411.354688, -34
1645093413.354688, -31
1645093415.354688, -17
1645093417.354688, -17
1645093419.354688, -45
1645093421.354688, -52
1645093423.354688, -36
1645093425.354688, -25
1645093427.354688, -28
1645093429.354688, -38
1645093331.354891, -24
1645093333.354891, -23
1645093335.354891, -25
1645093337.354891, -25
1645093339.354891, -26
1645093341.354891, -25
1645093343.354891, -23
1645093345.354891, -26
1645093347.354891, -23
1645093349.354891, -22
1645093351.354891, -27
1645093353.354891, -24
1645093355.354891, -25
1645093357.354891, -24
1645093359.354891, -25
1645093361.354891, -24
1645093363.354891, -23
1645093365.354891, -23
1645093367.354891, -25
1645093369.354891, -22
1645093371.354891, -27
1645093373.354891, -24
1645093375.354891, -26
1645093377.354891, -27
1645093379.354891, -23
1645093381.354891, -25
1645093383.354891, -26
1645093385.354891, -26
1645093387.354891, -25
1645093389.354891, -28
1645093391.354891, -28
1645093393.354891, -26
1645093395.354891, -24
1645093397.354891, -23
1645093399.354891, -29
1645093401.354891, -22
1645093403.354891, -28
1645093405.354891, -24
1645093407.354891, -26
1645093409.354891, -26
1645093411.354891, -22
1645093413.354891, -25
1645093415.354891, -26
1645093417.354891, -27
1645093419.354891, -25
1645093421.354891, -25
1645093423.354891, -25
1645093425.354891, -23
1645093427.354891, -23
1645093429.354891, -26
